S. No.,Method,Acc,Instrument,Qty,Buy Price,Sell Price,Stop Loss,Buy Date,Sell Date
959,MIM1,RA1144,LUPIN,94,"2,012.15","2,056.89",,27-03-25,06-05-25
960,MIM2,UT0149,GODFRYPHLP,10,"6,375.70","8,380.50",,27-03-25,23-05-25
961,MIM2,UT0149,ASTRAZEN,7,"8,500.00","8,326.14",,27-03-25,06-05-25
962,MIM2,UT0149,AVANTIFEED,69,906.3,874.81,,27-03-25,06-05-25
963,MIM2,UT0149,BLUESTARCO,28,"2,226.20","1,719.10",,27-03-25,06-05-25
964,MIM2,UT0149,CHOLAHLDNG,36,"1,728.61","1,890.01",,27-03-25,06-05-25
965,MIM2,UT0149,KFINTECH,60,"1,035.74","1,059.60",,27-03-25,06-05-25
966,MIM2,UT0149,LAURUSLABS,102,610.23,613,,27-03-25,06-05-25
967,MIM2,UT0149,NH,37,"1,676.00","1,831.50",,27-03-25,06-05-25
968,MIM2,UT0149,WELCORP,74,865.3,756.14,,27-03-25,06-05-25
969,MIM1,RA1144,SUNPHARMA,110,"1,724.79","1,815.30",,27-03-25,06-05-25
970,MM,RA1144,ACE,94,"1,256.39","1,277.70",,28-03-25,23-05-25
971,MM,RA1144,ASAHIINDIA,193,601.83,745,,28-03-25,06-05-25
972,MM,RA1144,ASTRAL,89,"1,296.80","1,320.94",,28-03-25,06-05-25
973,MM,RA1144,BLS,304,397.68,399.6,,28-03-25,06-08-25
974,MM,RA1144,BRIGADE,119,978.7,"1,011.00",,28-03-25,06-05-25
975,MM,RA1144,CGCL,682,171.39,177.09,,28-03-25,10-07-25
976,MM,RA1144,GODREJPROP,54,"2,127.90","2,145.30",,28-03-25,06-05-25
977,MM,RA1144,GRAVITA,65,"1,840.05","1,896.35",,28-03-25,06-05-25
978,MM,RA1144,HSCL,272,424.6,429.76,,28-03-25,06-05-25
979,MM,RA1144,INFIBEAM,"7,024",16.55,17.03,,28-03-25,06-05-25
980,MM,RA1144,KEI,40,"2,892.55","3,191.51",,28-03-25,06-05-25
981,MM,RA1144,KIRLOSBROS,67,"1,715.70","1,758.20",,28-03-25,06-05-25
982,MM,RA1144,LALPATHLAB,46,"2,479.20","2,792.50",,28-03-25,06-05-25
983,MM,RA1144,MAHABANK,"2,511",46.34,51.25,,28-03-25,06-05-25
984,MM,RA1144,MARKSANS,521,223.2,218.26,,28-03-25,06-05-25
985,MM,XQW072,ACE,40,"1,254.15","1,180.00",,28-03-25,06-05-25
986,MM,XQW072,ASAHIINDIA,80,603.01,734.1,,28-03-25,06-05-25
987,MM,XQW072,ASTRAL,37,"1,296.36","1,306.84",,28-03-25,06-05-25
988,MM,XQW072,BLS,122,398.5,346.06,,28-03-25,06-05-25
989,MM,XQW072,BRIGADE,49,979.39,"1,006.80",,28-03-25,06-05-25
990,MM,XQW072,CGCL,288,169.71,164.85,,28-03-25,06-05-25
991,MM,XQW072,GODREJPROP,22,"2,130.87","2,133.80",,28-03-25,06-05-25
992,MM,XQW072,GRAVITA,26,"1,842.65","1,898.32",,28-03-25,06-05-25
993,MM,XQW072,HSCL,113,427.75,426.57,,28-03-25,06-05-25
994,MM,XQW072,INFIBEAM,"2,934",16.57,16.92,,28-03-25,06-05-25
995,MM,XQW072,KEI,17,"2,902.15","3,165.56",,28-03-25,06-05-25
996,MM,XQW072,KIRLOSBROS,28,"1,716.89","1,737.88",,28-03-25,06-05-25
997,MM,XQW072,LALPATHLAB,19,"2,480.70","2,800.00",,28-03-25,06-05-25
998,MM,XQW072,MAHABANK,"1,047",46.38,51.04,,28-03-25,06-05-25
999,MM,XQW072,MARKSANS,217,223.69,215.56,,28-03-25,06-05-25
1000,MM,XQW072,VBL,90,540.15,522.48,,28-03-25,06-05-25
1001,MM,RA1144,VBL,215,539.2,529.37,,28-03-25,06-05-25
1002,MM,XQW072,ASTRAL,1,"1,303.00","1,306.84",,01-04-25,06-05-25
1003,MM,XQW072,BRIGADE,1,957.35,"1,006.80",,01-04-25,06-05-25
1004,MM,XQW072,LALPATHLAB,1,"2,398.00","2,800.00",,01-04-25,06-05-25
1005,MM,XQW072,MAHABANK,3,46.59,51.04,,01-04-25,06-05-25
1006,MM,XQW072,VBL,1,538.95,522.48,,01-04-25,06-05-25
1007,3*3,RA1144,TRL,239,292.78,"1,800.00",,06-05-25,
1008,SWING,RA1144,BDL,33,"1,538.20","1,846.10",,09-05-25,13-06-25
1009,GROW,RA1144,COROMANDEL,1,"2,322.60","2,391.00",,09-05-25,22-05-25
1010,GROW,RA1144,KPRMILL,1,"1,248.05","1,081.50",,09-05-25,02-07-25
1011,SWING,RA1144,KRISHANA,1,336.95,462,,09-05-25,04-07-25
1012,SWING,XQW072,PARADEEP,44,148.96,189.33,,12-05-25,21-07-25
1013,SWING,XQW072,BDL,4,"1,554.00","1,810.00",,12-05-25,17-07-25
1014,SWING,XQW072,KRISHANA,19,344.3,463.4,,12-05-25,04-07-25
1015,GROW,XQW072,BSE,3,"2,308.83","2,692.00",,12-05-25,13-06-25
1016,GROW,XQW072,DIXON,1,"16,039.00","14,876.33",,12-05-25,09-06-25
1017,GROW,XQW072,TRL,23,288.7,284,,12-05-25,09-06-25
1018,SWING,XQW072,BEL,20,323.15,390.7,,12-05-25,05-06-25
1019,GROW,XQW072,TANFACIND,2,"3,133.95","3,125.20",,12-05-25,04-06-25
1020,GROW,XQW072,KPRMILL,5,"1,210.45","1,157.10",,12-05-25,26-05-25
1021,GROW,XQW072,OILCOUNTUB,98,67.91,68.56,,12-05-25,26-05-25
1022,GROW,XQW072,SURYODAY,54,122.71,125.02,,12-05-25,26-05-25
1023,GROW,XQW072,COROMANDEL,2,"2,417.40","2,388.92",,12-05-25,22-05-25
1024,GROW,XQW072,AXISBANK,5,"1,203.10","1,195.60",,12-05-25,14-05-25
1025,GROW,XQW072,CREDITACC,5,"1,166.40","1,192.50",,12-05-25,14-05-25
1026,GROW,XQW072,DCBBANK,48,136.44,140.22,,12-05-25,14-05-25
1027,SWING,XQW072,PARADEEP,41,153.26,189.33,,14-05-25,21-07-25
1028,SWING,XQW072,BDL,21,"1,772.07","1,810.00",,14-05-25,17-07-25
1029,SWING,XQW072,KRISHANA,101,366.62,463.4,,14-05-25,04-07-25
1030,SWING,XQW072,GRSE,15,"2,210.97","3,013.40",,14-05-25,30-06-25
1031,GROW,XQW072,BSE,15,"2,441.67","2,692.00",,14-05-25,13-06-25
1032,GROW,XQW072,DIXON,2,"16,097.50","14,876.33",,14-05-25,09-06-25
1033,GROW,XQW072,TRL,136,272.25,284,,14-05-25,09-06-25
1034,SWING,XQW072,BEL,107,343.99,390.7,,14-05-25,05-06-25
1035,GROW,XQW072,DALMIASUG,97,448.24,434.4,,14-05-25,04-06-25
1036,SWING,XQW072,GRSE,4,"2,210.97","3,375.20",,14-05-25,04-06-25
1037,GROW,XQW072,TANFACIND,11,"3,273.86","3,125.20",,14-05-25,04-06-25
1038,GROW,XQW072,DYCL,52,834.23,842.93,,14-05-25,26-05-25
1039,GROW,XQW072,KPRMILL,32,"1,155.68","1,157.10",,14-05-25,26-05-25
1040,GROW,XQW072,OILCOUNTUB,557,66.24,68.56,,14-05-25,26-05-25
1041,GROW,XQW072,SURYODAY,286,129.15,125.02,,14-05-25,26-05-25
1042,GROW,XQW072,TDPOWERSYS,213,474.26,479.72,,14-05-25,26-05-25
1043,GROW,XQW072,COROMANDEL,16,"2,347.85","2,388.92",,14-05-25,22-05-25
1044,SWING,XQW072,PARADEEP,200,153.26,199.2,,14-05-25,28-07-25
1045,GROW,UT0149,TDPOWERSYS,211,475.48,494.7,,14-05-25,22-07-25
1046,MISC,UT0149,AGARIND,47,"1,049.52",981.01,,20-05-25,22-07-25
1047,MISC,RA1144,AGARIND,47,"1,045.89","2,091.78",,20-05-25,
1048,VIM,UT0149,DHANUKA,31,"1,619.90","1,643.00",,20-05-25,23-06-25
1049,MISC,UT0149,DSSL,42,"1,191.13","1,046.10",,20-05-25,22-07-25
1050,VIM,RA1144,CIGNITITEC,31,"1,570.40","1,677.92",,20-05-25,16-06-25
1051,VIM,RA1144,DHANUKA,30,"1,626.50","1,680.50",,20-05-25,16-06-25
1052,MISC,RA1144,DOLATALGO,528,94.63,97.55,,20-05-25,15-07-25
1053,VIM,UT0149,FLUIDOM,57,852.88,"1,290.40",,20-05-25,22-07-25
1054,VIM,RA1144,DYCL,116,423.67,463.7,,20-05-25,20-08-25
1055,VIM,UT0149,GANESHHOU,48,"1,023.50","1,432.90",,20-05-25,
1056,MISC,RA1144,DSSL,42,"1,186.50","1,086.40",,20-05-25,15-04-26
1057,VIM,RA1144,FIEMIND,31,"1,620.80","1,873.20",,20-05-25,16-06-25
1058,VIM,RA1144,GANESHHOU,49,"1,023.50",976.5,,20-05-25,16-06-25
1059,VIM,RA1144,JYOTIRES,37,"1,336.70","1,330.10",,20-05-25,16-06-25
1060,VIM,RA1144,KPIGREEN,417,502.48,514,,20-05-25,31-07-25
1061,VIM,RA1144,KPIGREEN,182,503.7,517.5,,20-05-25,18-08-25
1062,VIM,RA1144,KROSS,295,168.8,186.5,,20-05-25,16-06-25
1063,VIM,UT0149,KNRCON,212,235.59,329.83,,20-05-25,
1064,VIM,RA1144,LIKHITHA,180,275.75,290.45,,20-05-25,16-06-25
1065,VIM,RA1144,MONARCH,154,322.39,313.65,,20-05-25,16-06-25
1066,VIM,RA1144,KNRCON,213,234.73,469.46,,20-05-25,
1067,VIM,RA1144,PLATIND,188,264.05,278.01,,20-05-25,16-06-25
1068,VIM,RA1144,SAKSOFT,279,178.9,205.56,,20-05-25,18-08-25
1069,MISC,UT0149,DOLATALGO,529,94.44,97.7,,20-05-25,17-07-25
1070,MISC,RA1144,SHARDAMOTR,50,929.62,"1,081.10",,20-05-25,17-07-25
1071,VIM,UT0149,CIGNITITEC,32,"1,575.00","1,677.40",,20-05-25,16-06-25
1072,VIM,UT0149,FIEMIND,30,"1,625.00","1,873.60",,20-05-25,16-06-25
1073,VIM,UT0149,JYOTIRES,35,"1,344.83","1,331.54",,20-05-25,16-06-25
1074,VIM,UT0149,KROSS,590,169.09,187.16,,20-05-25,16-06-25
1075,VIM,UT0149,LIKHITHA,177,280.8,289.7,,20-05-25,16-06-25
1076,VIM,UT0149,MONARCH,155,322.15,314.01,,20-05-25,16-06-25
1077,VIM,UT0149,PLATIND,189,264.45,278.9,,20-05-25,16-06-25
1078,VIM,UT0149,SHARDAMOTR,26,"1,843.00","1,876.00",,20-05-25,16-06-25
1079,VIM,UT0149,STYLAMIND,28,"1,765.30","1,705.30",,20-05-25,16-06-25
1080,VIM,UT0149,DYCL,118,423.18,462.2,,20-05-25,20-08-25
1081,VIM,UT0149,PIXTRANS,27,"1,757.00","2,459.80",,20-05-25,
1082,VIM,UT0149,KPIGREEN,101,497.75,517.66,,20-05-25,18-08-25
1083,VIM,UT0149,SAKSOFT,279,178.65,205.5,,20-05-25,18-08-25
1084,VIM,RA1144,STYLAMIND,27,"1,763.66","1,704.50",,20-05-25,16-06-25
1085,VIM,RA1144,PIXTRANS,29,"1,730.00","1,590.00",,20-05-25,21-05-26
1086,SWING,RA1144,KRISHANA,37,378,462,,21-05-25,04-07-25
1087,SWING,RA1144,BEL,28,387,390.7,,23-05-25,05-06-25
1088,SWING,RA1144,PRIVISCL,5,"2,332.60","2,250.00",,23-05-25,10-06-25
1089,SWING,RA1144,SJS,7,"1,108.00","1,112.40",,23-05-25,05-06-25
1090,SWING,UT0149,RPOWER,"1,909",52.41,63,,23-05-25,18-06-25
1091,SWING,XQW072,TI,145,370.65,445,,26-05-25,22-07-25
1092,SWING,XQW072,ITDCEM,99,707.4,837,,26-05-25,16-07-25
1093,SWING,XQW072,DATAPATTNS,18,"2,850.00","2,877.20",,26-05-25,30-06-25
1094,SWING,XQW072,ITDCEM,42,707.4,864.1,,26-05-25,25-06-25
1095,SWING,XQW072,NETWEB,23,"1,911.00","1,855.20",,26-05-25,13-06-25
1096,SWING,XQW072,TI,200,370.65,504.01,,26-05-25,29-07-25
1097,SWING,XQW072,TI,14,370.65,487.31,,26-05-25,30-07-25
1098,SWING,XQW072,MIDHANI,80,422.99,423.6,,27-05-25,09-06-25
1099,SWING,UT0149,GRWRHITECH,21,"4,359.90","4,145.00",,28-05-25,13-06-25
1100,GROW,RA1144,CDSL,301,"1,659.34","2,323.08",,02-06-25,
1101,SWING,RA1144,PRIVISCL,16,"2,376.70","2,250.00",,04-06-25,10-06-25
1102,SWING,XQW072,SHARDACROP,52,810.53,805.7,,04-06-25,02-07-25
1103,SWING,XQW072,INTERARCH,23,"2,365.94","2,147.00",,04-06-25,13-06-25
1104,MISC,RA1144,RPOWER,809,61.86,27.35,,05-06-25,15-04-26
1105,SWING,XQW072,CSBBANK,160,378.4,383.45,,09-06-25,13-06-25
1106,SWING,XQW072,TIMETECHNO,52,438.2,418,,09-06-25,13-06-25
1107,SWING,XQW072,SUBROS,68,800,873.24,,10-06-25,21-07-25
1108,SWING,XQW072,SUBROS,17,800,985.1,,10-06-25,16-06-25
1109,SWING,RA1144,BANCOINDIA,118,600,595.43,,11-06-25,31-07-25
1110,SWING,XQW072,JUBLPHARMA,62,"1,125.60","1,174.00",,13-06-25,28-07-25
1111,SWING,XQW072,TIMETECHNO,152,438,439.6,,13-06-25,28-07-25
1112,SWING,RA1144,APOLLOHOSP,10,"7,060.00","7,010.00",,16-06-25,20-06-25
1113,SWING,XQW072,HAL,12,"5,046.70","4,875.00",,16-06-25,17-07-25
1114,SWING,XQW072,NAZARA,36,"1,318.56","1,300.20",,16-06-25,30-06-25
1115,POS,UT0149,DATAPATTNS,12,3012.3,"2,792.70",,17-06-25,22-07-25
1116,POS,UT0149,GRSE,11,3164.7,"6,329.40",,17-06-25,
1117,MISC,UT0149,ITDCEM,46,774,836,,17-06-25,16-07-25
1118,MISC,UT0149,JUBLPHARMA,32,1128,"1,213.60",,17-06-25,22-07-25
1119,MISC,UT0149,KRISHANA,72,502.6,495.2,,17-06-25,22-07-25
1120,MISC,UT0149,LUMAXTECH,33,1070,"1,141.47",,17-06-25,22-07-25
1121,MISC,UT0149,PARADEEP,209,170.37,188.2,,17-06-25,22-07-25
1122,MISC,UT0149,QPOWER,65,548,853.59,,17-06-25,22-07-25
1123,VIM,UT0149,POKARNA,33,1095.3,"1,057.20",,17-06-25,23-02-26
1124,MISC,UT0149,SKYGOLD,95,375.15,371.5,,17-06-25,23-02-26
1125,MISC,UT0149,SUBROS,34,1027.6,964.05,,17-06-25,09-09-25
1126,MISC,UT0149,SANDHAR,68,521.05,486,,17-06-25,22-07-25
1127,MISC,UT0149,TI,94,377.25,449.65,,17-06-25,22-07-25
1128,POS,UT0149,DATAPATTNS,2,"2,943.30","2,792.70",,19-06-25,22-07-25
1129,POS,UT0149,GRSE,3,"3,167.50","4,117.75",,19-06-25,
1130,MISC,UT0149,ITDCEM,9,808.5,836,,19-06-25,16-07-25
1131,MISC,UT0149,JUBLPHARMA,7,"1,129.10","1,213.60",,19-06-25,22-07-25
1132,MISC,UT0149,KRISHANA,15,502.6,495.2,,19-06-25,22-07-25
1133,MISC,UT0149,LUMAXTECH,7,"1,108.00","1,141.47",,19-06-25,22-07-25
1134,MISC,UT0149,PARADEEP,46,164.9,188.2,,19-06-25,22-07-25
1135,MISC,UT0149,PRIVISCL,28,"2,484.75","2,434.00",,19-06-25,22-07-25
1136,MISC,UT0149,QPOWER,14,519,853.59,,19-06-25,22-07-25
1137,MISC,UT0149,SANDHAR,14,533.8,486,,19-06-25,22-07-25
1138,VIM,UT0149,POKARNA,7,"1,038.70","1,057.20",,19-06-25,23-02-26
1139,MISC,UT0149,SUBROS,9,918.3,964.05,,19-06-25,09-09-25
1140,MISC,UT0149,TI,23,368.95,449.65,,19-06-25,22-07-25
1141,MISC,RA1144,RPOWER,751,66.6,27.35,,19-06-25,15-04-26
1142,VIM,UT0149,FLUIDOM,22,"1,164.90","1,290.40",,20-06-25,22-07-25
1143,SWING,RA1144,HLEGLAS,165,425,455.7,,20-06-25,27-06-25
1144,POS,UT0149,KFINTECH,38,"1,310.00","1,278.60",,20-06-25,22-07-25
1145,POS,RA1144,PARAS,58,867.35,864.5,,23-06-25,08-05-26
1146,SWING,XQW072,INDIAMART,24,"2,641.67","2,573.74",,25-06-25,28-07-25
1147,SWING,XQW072,INDIAMART,10,"2,689.01","2,573.74",,25-06-25,28-07-25
1148,POS,RA1144,AXISBANK,246,"1,224.00","1,228.20",,27-06-25,20-10-25
1149,SWING,XQW072,APOLLOHOSP,14,"7,308.00","7,398.00",,27-06-25,28-07-25
1150,SWING,XQW072,DLINKINDIA,177,562.88,445.25,,30-06-25,19-11-25
1151,SWING,XQW072,DHANUKA,72,"1,734.20","1,592.20",,02-07-25,14-07-25
1152,SWING,XQW072,DEEDEV,190,329.3,314,,02-07-25,04-07-25
1153,SWING,RA1144,GRSE,40,"2,934.00","2,640.30",,09-07-25,25-08-25
1154,SWING,RA1144,GRSE,16,"2,934.00","2,936.20",,09-07-25,17-11-25
1155,SWING,RA1144,KRISHANA,48,443.2,529,,09-07-25,25-07-25
1156,POS,RA1144,KRISHANA,194,443.2,550.25,,09-07-25,08-09-25
1157,SWING,XQW072,UJJIVANSFB,"3,501",47.67,47.72,45.67,09-07-25,08-10-25
1158,SWING,XQW072,WAAREEENER,21,"3,145.23","3,186.50",,09-07-25,06-08-25
1159,SWING,XQW072,ADVAIT,7,"2,040.50","2,320.20",,14-07-25,29-07-25
1160,SWING,XQW072,ADVAIT,45,"2,040.50","2,314.85",,14-07-25,01-08-25
1161,SWING,RA1144,OLAELEC,"5,141",48.65,55.6,,15-07-25,28-08-25
1162,SWING,XQW072,TI,126,397.7,487.31,,17-07-25,30-07-25
1163,SWING,XQW072,VASCONEQ,"1,293",57.99,52.2,,18-07-25,28-07-25
1164,MISC,RA1144,RPOWER,"1,519",64.34,27.35,,18-07-25,15-04-26
1165,VIM,UT0149,ANANTRAJ,69,570.85,619.15,,22-07-25,17-10-25
1166,VIM,UT0149,EIEL,402,280.5,841.5,,22-07-25,
1167,VIM,UT0149,EMSLIMITED,147,634.02,"1,902.06",,22-07-25,
1168,VIM,UT0149,GANESHHOU,57,926,"2,778.00",,22-07-25,
1169,VIM,UT0149,KNRCON,279,224.36,673.08,,22-07-25,
1170,VIM,UT0149,MONARCH,246,383,"1,149.00",,22-07-25,
1171,VIM,UT0149,PIXTRANS,23,"1,597.00","4,791.00",,22-07-25,
1172,VIM,UT0149,PLATIND,325,316.43,949.29,,22-07-25,
1173,VIM,UT0149,ANANTRAJ,110,570.85,707.2,,22-07-25,29-09-25
1174,VIM,UT0149,CIGNITITEC,48,"1,740.00","1,740.30",,22-07-25,19-11-25
1175,VIM,UT0149,DYCL,75,460,462.2,,22-07-25,20-08-25
1176,VIM,UT0149,FIEMIND,41,"2,020.00","1,977.53",,22-07-25,18-08-25
1177,VIM,UT0149,GARUDA,537,176.84,183.9,,22-07-25,18-08-25
1178,VIM,UT0149,KPIGREEN,115,544.17,517.66,,22-07-25,18-08-25
1179,VIM,UT0149,POKARNA,39,"1,041.50","1,057.20",,22-07-25,23-02-26
1180,VIM,UT0149,SAKSOFT,190,228.88,205.5,,22-07-25,18-08-25
1181,VIM,UT0149,SRM,188,493.83,491.1,,22-07-25,18-08-25
1182,VIM,UT0149,TECHNOE,67,"1,525.00","1,475.20",,22-07-25,20-08-25
1183,SWING,XQW072,MANORAMA,88,"1,702.50","1,327.25",,28-07-25,20-11-25
1184,SWING,XQW072,PARADEEP,"1,104",227.24,213.2,,29-07-25,30-07-25
1185,VIM,UT0149,ANANTRAJ,44,582.85,619.15,,30-07-25,17-10-25
1186,VIM,UT0149,EIEL,101,258,774,,30-07-25,
1187,VIM,UT0149,EMSLIMITED,48,607,"1,821.00",,30-07-25,
1188,VIM,UT0149,GANESHHOU,28,897,"2,691.00",,30-07-25,
1189,VIM,UT0149,KNRCON,124,212.93,638.79,,30-07-25,
1190,VIM,UT0149,MONARCH,75,372.9,"1,118.70",,30-07-25,
1191,VIM,UT0149,PIXTRANS,17,"1,521.00","4,563.00",,30-07-25,
1192,VIM,UT0149,PLATIND,106,288,864,,30-07-25,
1193,VIM,UT0149,DYCL,64,415,462.2,,30-07-25,20-08-25
1194,VIM,UT0149,FIEMIND,14,"1,954.20","1,977.53",,30-07-25,18-08-25
1195,VIM,UT0149,GARUDA,141,193,183.9,,30-07-25,18-08-25
1196,VIM,UT0149,KPIGREEN,50,518,517.66,,30-07-25,18-08-25
1197,VIM,UT0149,POKARNA,28,964.99,"1,057.20",,30-07-25,23-02-26
1198,VIM,UT0149,SAKSOFT,137,211,205.5,,30-07-25,18-08-25
1199,VIM,UT0149,TECHNOE,17,"1,457.00","1,475.20",,30-07-25,20-08-25
1200,SWING,XQW072,VISHNU,175,574.7,481.7,,30-07-25,19-11-25
1201,VIM,RA1144,ANANTRAJ,128,571.75,668.34,,31-07-25,23-09-25
1202,VIM,RA1144,ANANTRAJ,20,571.75,709.5,,31-07-25,29-09-25
1203,VIM,RA1144,CIGNITITEC,46,"1,634.10","1,556.70",,31-07-25,20-08-25
1204,VIM,RA1144,DYCL,65,398.08,463.7,,31-07-25,20-08-25
1205,VIM,RA1144,EIEL,368,250.97,253.84,,31-07-25,18-08-25
1206,VIM,RA1144,FIEMIND,38,"1,913.14","1,975.01",,31-07-25,18-08-25
1207,VIM,RA1144,EMSLIMITED,135,603,"1,809.00",,31-07-25,
1208,VIM,RA1144,GANESHHOU,95,889.95,885,,31-07-25,18-08-25
1209,VIM,RA1144,GARUDA,428,189.85,183.62,,31-07-25,18-08-25
1210,VIM,UT0149,INDOUS,689,177,531,,31-07-25,
1211,VIM,RA1144,INDOUS,480,176.88,530.64,,31-07-25,
1212,POS,RA1144,KRISHANA,447,560,550.25,,31-07-25,08-09-25
1213,VIM,RA1144,KNRCON,206,212.04,636.12,,31-07-25,
1214,VIM,RA1144,POKARNA,77,904.17,911.47,,31-07-25,18-08-25
1215,VIM,RA1144,MONARCH,225,363,"1,089.00",,31-07-25,
1216,VIM,RA1144,SAKSOFT,155,207,205.56,,31-07-25,18-08-25
1217,VIM,RA1144,SRM,177,459,491.44,,31-07-25,18-08-25
1218,POS,RA1144,PARADEEP,1171,213.57,427.14,,31-07-25,
1219,VIM,RA1144,PIXTRANS,18,"1,513.20","1,590.00",,31-07-25,21-05-26
1220,VIM,UT0149,CIGNITITEC,17,"1,627.22","1,740.30",,31-07-25,19-11-25
1221,VIM,UT0149,SRM,64,460,491.1,,31-07-25,18-08-25
1222,SWING,XQW072,HEG,195,590,595.94,,31-07-25,01-08-25
1223,VIM,RA1144,TECHNOE,60,"1,429.59","1,462.00",,31-07-25,18-08-25
1224,SWING,XQW072,RADICO,74,"2,865.62","2,867.40",,01-08-25,05-08-25
1225,SWING,XQW072,SARDAEN,197,509,515.1,,04-08-25,05-08-25
1226,SWING,XQW072,TI,452,517.4,492.56,,05-08-25,06-08-25
1227,VIM,RA1144,ANANTRAJ,56,546,709.5,,07-08-25,29-09-25
1228,VIM,RA1144,CIGNITITEC,15,"1,598.70","1,556.70",,07-08-25,20-08-25
1229,VIM,RA1144,DYCL,61,407.85,463.7,,07-08-25,20-08-25
1230,VIM,RA1144,EIEL,126,258.2,253.84,,07-08-25,18-08-25
1231,VIM,RA1144,FIEMIND,14,"1,865.00","1,975.01",,07-08-25,18-08-25
1232,VIM,RA1144,GANESHHOU,34,875.73,885,,07-08-25,18-08-25
1233,VIM,RA1144,GARUDA,167,172.6,183.62,,07-08-25,18-08-25
1234,VIM,RA1144,EMSLIMITED,48,589.99,"1,769.97",,07-08-25,
1235,VIM,RA1144,INDOUS,140,178.76,536.28,,07-08-25,
1236,VIM,RA1144,KPIGREEN,64,517.65,517.5,,07-08-25,18-08-25
1237,VIM,RA1144,KNRCON,152,206.95,620.85,,07-08-25,
1238,VIM,RA1144,PLATIND,435,275.09,275.9,,07-08-25,18-08-25
1239,VIM,RA1144,POKARNA,33,898.2,911.47,,07-08-25,18-08-25
1240,VIM,RA1144,MONARCH,85,331.88,995.64,,07-08-25,
1241,VIM,RA1144,SAKSOFT,135,208.8,205.56,,07-08-25,18-08-25
1242,VIM,RA1144,SRM,63,454.25,491.44,,07-08-25,18-08-25
1243,VIM,RA1144,PIXTRANS,14,"1,521.30","1,590.00",,07-08-25,21-05-26
1244,VIM,RA1144,TECHNOE,21,"1,392.00","1,462.00",,07-08-25,18-08-25
1245,VIM,RA1144,ANANTRAJ,52,538,709.5,,08-08-25,29-09-25
1246,VIM,RA1144,CIGNITITEC,16,"1,504.58","1,556.70",,08-08-25,20-08-25
1247,VIM,RA1144,DYCL,61,403.01,463.7,,08-08-25,20-08-25
1248,VIM,RA1144,EIEL,120,257.35,253.84,,08-08-25,18-08-25
1249,VIM,RA1144,FIEMIND,14,"1,821.30","1,975.01",,08-08-25,18-08-25
1250,VIM,RA1144,GANESHHOU,33,866.56,885,,08-08-25,18-08-25
1251,VIM,RA1144,GARUDA,158,171.09,183.62,,08-08-25,18-08-25
1252,VIM,RA1144,EMSLIMITED,47,582.85,"1,748.55",,08-08-25,
1253,VIM,RA1144,INDOUS,159,170.3,510.9,,08-08-25,
1254,VIM,RA1144,KPIGREEN,61,507.92,517.5,,08-08-25,18-08-25
1255,VIM,RA1144,KNRCON,146,209.81,629.43,,08-08-25,
1256,VIM,RA1144,PLATIND,109,273.32,275.9,,08-08-25,18-08-25
1257,VIM,RA1144,POKARNA,28,901.93,911.47,,08-08-25,18-08-25
1258,VIM,RA1144,SAKSOFT,122,220.46,205.56,,08-08-25,18-08-25
1259,VIM,RA1144,MONARCH,80,336.5,"1,009.50",,08-08-25,
1260,VIM,RA1144,SRM,58,472.1,491.44,,08-08-25,18-08-25
1261,VIM,RA1144,PIXTRANS,17,"1,522.10","1,590.00",,08-08-25,21-05-26
1262,VIM,RA1144,TECHNOE,20,"1,395.00","1,462.00",,08-08-25,18-08-25
1263,SWING,XQW072,PAYTM,87,"1,119.70","1,109.70",,11-08-25,12-08-25
1264,SWING,XQW072,SHREEPUSHK,321,390,399.36,,11-08-25,12-08-25
1265,SWING,XQW072,DEEDEV,319,314.45,309.1,,11-08-25,12-08-25
1266,SWING,XQW072,IXIGO,581,258.39,279.08,,12-08-25,28-08-25
1267,SWING,XQW072,TI,300,507.15,510.87,,12-08-25,30-10-25
1268,SWING,XQW072,ETERNAL,382,314.35,317.55,,17-08-25,28-08-25
1269,SWING,XQW072,ABCAPITAL,447,283.4,275,,19-08-25,02-09-25
1270,SWING,RA1144,APOLLO,245,204.7,235.2,,20-08-25,22-08-25
1271,SWING,RA1144,APOLLO,248,204.7,312.5,,20-08-25,05-09-25
1272,SWING,RA1144,SARDAEN,430,611.48,559.6,,20-08-25,04-09-25
1273,SWING,RA1144,SJS,149,"1,334.51","1,401.79",,20-08-25,12-09-25
1274,SWING,XQW072,SJS,74,"1,335.00","1,401.00",,20-08-25,12-09-25
1275,SWING,XQW072,YATHARTH,164,728.7,687.35,,20-08-25,01-09-25
1276,SWING,RA1144,ASAHIINDIA,196,890.15,890.2,,21-08-25,19-09-25
1277,SWING,RA1144,FEDFINA,"1,666",138,132,,21-08-25,05-09-25
1278,SWING,RA1144,JMFINANCIL,909,193,181.55,,21-08-25,29-08-25
1279,SWING,RA1144,POCL,134,"1,119.38","1,161.33",,21-08-25,04-09-25
1280,SWING,UT0149,FEDFINA,750,138.5,139,,21-08-25,04-09-25
1281,SWING,UT0149,JMFINANCIL,409,192.67,181.7,,21-08-25,29-08-25
1282,SWING,RA1144,MANAPPURAM,613,272,288.15,,25-08-25,04-09-25
1283,MISC,RA1144,OLECTRA,146,"1,676.00","1,558.00",,25-08-25,28-08-25
